    ITER        TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
    1380   1.380E+04     0.0042   1.000E+01   0.0000   0.0031   1.604E-16   1.98987239E-16   8.38082960E-31   2.92852360E+02
    1390   1.390E+04     0.0037   1.000E+01   0.0000   0.0031   1.450E-16   2.35163451E-16   7.09628386E-31   2.92851297E+02
    1400   1.400E+04     0.0037   1.000E+01   0.0000   0.0031   2.051E-16  -3.82000565E-17   8.16185015E-31   2.92850234E+02
    1410   1.410E+04     0.0037   1.000E+01   0.0000   0.0031   1.651E-16   3.47306096E-17   5.48277878E-31   2.92849172E+02
    1420   1.420E+04     0.0037   1.000E+01   0.0000   0.0031   1.375E-16   8.40256684E-17   4.12202151E-31   2.92848110E+02
    1430   1.430E+04     0.0037   1.000E+01   0.0000   0.0031   2.043E-16   4.03070228E-16   9.45885739E-31   2.92847047E+02
    1440   1.440E+04     0.0047   1.000E+01   0.0000   0.0031   1.679E-16  -4.79036660E-16   6.59214118E-31   2.92845985E+02
    1450   1.450E+04     0.0061   1.000E+01   0.0000   0.0031   1.156E-16  -5.60893924E-17   5.76768497E-31   2.92844923E+02
    1460   1.460E+04     0.0037   1.000E+01   0.0000   0.0031   1.908E-16   1.51860584E-16   7.36109191E-31   2.92843861E+02
    1470   1.470E+04     0.0038   1.000E+01   0.0000   0.0031   2.356E-16  -1.08745478E-16   8.29449064E-31   2.92842799E+02
    1480   1.480E+04     0.0037   1.000E+01   0.0000   0.0031   1.034E-16   1.71593064E-16   6.15160916E-31   2.92841738E+02
    1490   1.490E+04     0.0037   1.000E+01   0.0000   0.0032   1.801E-16  -1.54968631E-16   6.45973454E-31   2.92840676E+02
    1500   1.500E+04     0.0037   1.000E+01   0.0000   0.0032   1.214E-16   2.39717100E-16   6.95119086E-31   2.92839614E+02
    1510   1.510E+04     0.0037   1.000E+01   0.0000   0.0032   1.321E-16   3.18863859E-16   3.93883790E-31   2.92838553E+02
    1520   1.520E+04     0.0037   1.000E+01   0.0000   0.0032   1.729E-16  -3.71881345E-17   8.44761920E-31   2.92837492E+02
    1530   1.530E+04     0.0039   1.000E+01   0.0000   0.0032   2.096E-16  -1.53992849E-16   9.13987399E-31   2.92836430E+02
